metric,asedx_p_2017,LP_asedx_p_2017,asedx_p_2017_GE65,LP_asedx_p_2017_GE65,asedx_p_2017_LT65,LP_asedx_p_2017_LT65,asedx_p_2018,LP_asedx_p_2018,asedx_p_2018_GE65,LP_asedx_p_2018_GE65,asedx_p_2018_LT65,LP_asedx_p_2018_LT65,asedx_p_2019,LP_asedx_p_2019,asedx_p_2019_GE65,LP_asedx_p_2019_GE65,asedx_p_2019_LT65,LP_asedx_p_2019_LT65,asedx_p_2020,LP_asedx_p_2020,asedx_p_2020-2023,LP_asedx_p_2020-2023,asedx_p_2020-2023_GE65,LP_asedx_p_2020-2023_GE65,asedx_p_2020-2023_LT65,LP_asedx_p_2020-2023_LT65,asedx_p_2020_GE65,LP_asedx_p_2020_GE65,asedx_p_2020_LT65,LP_asedx_p_2020_LT65,asedx_p_2021,LP_asedx_p_2021,asedx_p_2021_GE65,LP_asedx_p_2021_GE65,asedx_p_2021_LT65,LP_asedx_p_2021_LT65,asedx_p_2022,LP_asedx_p_2022,asedx_p_2022_GE65,LP_asedx_p_2022_GE65,asedx_p_2022_LT65,LP_asedx_p_2022_LT65,asedx_p_2023,LP_asedx_p_2023,asedx_p_2023_GE65,LP_asedx_p_2023_GE65,asedx_p_2023_LT65,LP_asedx_p_2023_LT65,asedx_p_2024,LP_asedx_p_2024,asedx_p_2024_GE65,LP_asedx_p_2024_GE65,asedx_p_2024_LT65,LP_asedx_p_2024_LT65,Sum_|LP|_LP<=-5.0
f1011318,-0.01601,-0.103,-0.024754,-0.168,0.008362,-0.051,0.021724,-0.145,0.023224,-0.157,0.010095,-0.063,0.000726,-0.004,0.007325,-0.045,-0.016328,-0.105,0.237081,-4.249,0.300723,-6.596,0.29636,-6.416,0.216113,-3.602,0.229617,-4.012,0.193103,-2.959,0.193065,-2.958,0.195683,-3.028,0.157344,-2.096,0.244199,-4.482,0.241138,-4.381,0.122793,-1.409,0.275344,-5.588,0.259883,-5.022,0.153762,-2.018,0.251152,-4.717,0.220551,-3.734,0.19528,-3.017,23.622
f1345010,-0.048295,-0.378,-0.057128,-0.471,0.006295,-0.038,-0.032193,-0.229,-0.041492,-0.312,-0.004635,-0.028,0.038779,-0.287,0.061673,-0.521,-0.020303,-0.134,-0.338536,-8.288,-0.064232,-0.55,0.03791,-0.279,-0.19765,-3.081,-0.290703,-6.187,-0.353327,-9.014,-0.048439,-0.38,0.040658,-0.305,-0.103034,-1.078,0.035389,-0.257,0.10462,-1.102,-0.068626,-0.602,0.08216,-0.774,0.184456,-2.736,-0.12906,-1.523,0.154114,-2.026,0.220315,-3.727,-0.061248,-0.516,23.489
f1553418,-0.006683,-0.041,-0.01476,-0.094,0.010832,-0.067,0.014141,-0.09,0.013401,-0.085,0.004072,-0.024,-0.030928,-0.219,-0.022419,-0.15,-0.025884,-0.177,0.006304,-0.038,0.148215,-1.9,0.150612,-1.951,0.070637,-0.627,-0.00184,-0.011,0.028553,-0.199,0.359683,-9.338,0.316205,-7.261,0.304883,-6.771,0.077379,-0.711,0.10131,-1.051,-0.023779,-0.161,0.040944,-0.307,0.076545,-0.701,-0.068681,-0.603,0.086926,-0.839,0.114538,-1.265,-0.008022,-0.049,23.37
f1447414,0.101798,-1.058,0.109219,-1.176,0.006374,-0.039,0.006454,-0.039,-0.003226,-0.019,0.020778,-0.138,-0.073245,-0.659,-0.072297,-0.647,-0.015995,-0.103,0.044476,-0.341,-0.203855,-3.251,-0.265614,-5.228,0.023127,-0.156,-0.004635,-0.028,0.153943,-2.022,-0.262658,-5.121,-0.283707,-5.91,-0.124808,-1.445,-0.197657,-3.081,-0.222427,-3.79,-0.025517,-0.174,-0.182892,-2.696,-0.243317,-4.453,0.070361,-0.623,-0.251843,-4.741,-0.312635,-7.104,0.019958,-0.132,23.363
f04439,0.068019,-0.595,0.10962,-1.183,-0.065636,-0.567,-0.070007,-0.619,-0.073649,-0.664,-0.001246,-0.007,-0.004467,-0.027,-0.040035,-0.299,0.068117,-0.596,-0.243511,-4.459,0.134985,-1.635,0.062362,-0.529,0.236547,-4.231,-0.299587,-6.549,-0.031373,-0.222,0.31898,-7.384,0.239973,-4.343,0.361022,-9.407,0.197146,-3.067,0.172451,-2.441,0.142493,-1.783,0.209014,-3.396,0.14664,-1.868,0.216846,-3.623,0.171982,-2.43,0.107956,-1.156,0.238304,-4.288,23.34
f1334510,0.104896,-1.107,0.107141,-1.143,0.013193,-0.083,0.006932,-0.042,7.7e-05,-0.0,0.01753,-0.114,-0.073931,-0.667,-0.071782,-0.641,-0.018392,-0.12,0.065751,-0.568,-0.195506,-3.023,-0.260726,-5.052,0.031865,-0.227,0.017452,-0.113,0.167037,-2.314,-0.264982,-5.205,-0.290316,-6.171,-0.127644,-1.497,-0.198344,-3.1,-0.228729,-3.984,-0.017745,-0.116,-0.18005,-2.626,-0.243654,-4.464,0.07392,-0.667,-0.242458,-4.424,-0.307113,-6.866,0.033053,-0.237,23.294
f1450814,0.007103,-0.043,-0.031572,-0.224,0.072379,-0.648,0.007506,-0.046,0.025537,-0.175,-0.037,-0.271,0.009443,-0.058,0.027872,-0.193,-0.030537,-0.215,-0.137838,-1.691,-0.262182,-5.104,-0.244244,-4.484,-0.202381,-3.21,-0.131463,-1.568,-0.124486,-1.439,-0.311022,-7.034,-0.275669,-5.601,-0.271185,-5.432,-0.21952,-3.703,-0.205125,-3.286,-0.132779,-1.593,-0.165729,-2.284,-0.151891,-1.978,-0.094205,-0.943,-0.180289,-2.632,-0.170576,-2.397,-0.122199,-1.398,23.171
f1368000,-0.072082,-0.644,-0.051798,-0.414,-0.047525,-0.371,-0.022188,-0.149,-0.019859,-0.131,-0.009819,-0.061,0.015159,-0.097,-0.000705,-0.004,0.031168,-0.221,-0.155054,-2.046,0.170816,-2.402,0.224519,-3.854,0.039481,-0.294,-0.123181,-1.416,-0.172855,-2.451,0.21966,-3.707,0.268473,-5.332,0.106704,-1.136,0.222429,-3.79,0.245163,-4.514,0.097568,-0.994,0.212504,-3.496,0.259433,-5.006,0.042145,-0.319,0.281253,-5.814,0.309922,-6.987,0.102256,-1.065,23.139
f1434014,-0.064426,-0.553,-0.026782,-0.185,-0.072492,-0.649,-0.025215,-0.172,-0.006431,-0.039,-0.039448,-0.294,0.050194,-0.398,0.001268,-0.007,0.09823,-1.004,0.167242,-2.319,0.298703,-6.513,0.256525,-4.903,0.271717,-5.452,0.170453,-2.394,0.125444,-1.456,0.287075,-6.042,0.247452,-4.591,0.262942,-5.131,0.248235,-4.618,0.17896,-2.599,0.247542,-4.594,0.211945,-3.48,0.14893,-1.915,0.201884,-3.196,0.23378,-4.143,0.205376,-3.293,0.18316,-2.703,23.138
f1345110,-0.056672,-0.466,-0.071044,-0.631,0.015262,-0.098,-0.0233,-0.157,-0.032454,-0.232,-0.004017,-0.024,0.043951,-0.336,0.07149,-0.637,-0.027603,-0.191,-0.331127,-7.938,-0.076849,-0.704,0.031004,-0.219,-0.218443,-3.671,-0.279196,-5.735,-0.358629,-9.284,-0.076504,-0.7,0.015125,-0.097,-0.12868,-1.516,0.022124,-0.148,0.093119,-0.928,-0.080668,-0.754,0.072746,-0.653,0.179051,-2.601,-0.143379,-1.801,0.143899,-1.812,0.216984,-3.627,-0.084454,-0.805,22.957
f1433714,0.057232,-0.472,0.037949,-0.28,0.04366,-0.333,0.040188,-0.3,0.048425,-0.38,-0.001862,-0.011,-0.06811,-0.596,-0.060133,-0.504,-0.032621,-0.233,0.336153,-8.174,0.097826,-0.997,0.039239,-0.292,0.161396,-2.186,0.293412,-6.296,0.341744,-8.442,0.107956,-1.156,0.047579,-0.371,0.151878,-1.978,-0.007918,-0.048,-0.025209,-0.172,0.014271,-0.091,-0.063415,-0.541,-0.109618,-1.183,0.047433,-0.37,-0.120743,-1.372,-0.153014,-2.002,0.010636,-0.066,22.912
f1334710,0.101911,-1.06,0.1026,-1.071,0.016729,-0.108,0.004127,-0.025,-0.002402,-0.014,0.015311,-0.098,-0.068369,-0.599,-0.064896,-0.558,-0.019904,-0.131,0.040605,-0.304,-0.201741,-3.192,-0.261609,-5.083,0.017298,-0.112,-0.006019,-0.036,0.143863,-1.811,-0.267439,-5.294,-0.288116,-6.083,-0.135619,-1.647,-0.199797,-3.139,-0.224476,-3.853,-0.028941,-0.202,-0.172953,-2.453,-0.23026,-4.032,0.065301,-0.563,-0.233982,-4.149,-0.296656,-6.428,0.031621,-0.224,22.888
f1317118,0.073585,-0.663,0.05509,-0.449,0.049284,-0.388,0.013512,-0.086,0.011956,-0.075,0.003175,-0.019,-0.034249,-0.247,-0.018821,-0.123,-0.035241,-0.256,0.04077,-0.306,-0.21558,-3.586,-0.258242,-4.964,-0.038284,-0.283,0.009058,-0.056,0.097435,-0.992,-0.334785,-8.109,-0.34492,-8.597,-0.197659,-3.081,-0.207777,-3.361,-0.224002,-3.838,-0.060805,-0.511,-0.153732,-2.017,-0.203324,-3.236,0.044311,-0.339,-0.229244,-4.0,-0.277222,-5.66,-0.017023,-0.11,22.366
f1437014,0.100087,-1.032,0.108104,-1.158,0.003522,-0.021,-0.003213,-0.019,-0.012533,-0.079,0.016515,-0.107,-0.065378,-0.564,-0.065544,-0.566,-0.010312,-0.064,0.008798,-0.054,-0.206008,-3.311,-0.261764,-5.089,0.013186,-0.083,-0.036759,-0.269,0.121345,-1.383,-0.268579,-5.336,-0.28518,-5.967,-0.133752,-1.611,-0.188449,-2.838,-0.20879,-3.39,-0.026982,-0.186,-0.166204,-2.295,-0.22345,-3.821,0.074826,-0.679,-0.227008,-3.93,-0.285069,-5.963,0.027669,-0.192,22.355
f1120918,0.047274,-0.368,0.030513,-0.215,0.046318,-0.359,0.038445,-0.284,0.040824,-0.306,-0.001167,-0.007,-0.033791,-0.243,-0.023365,-0.158,-0.029334,-0.205,0.115036,-1.273,-0.19982,-3.14,-0.239815,-4.337,-0.048435,-0.38,0.09389,-0.939,0.126502,-1.476,-0.329341,-7.855,-0.342231,-8.466,-0.207129,-3.343,-0.220106,-3.72,-0.2449,-4.505,-0.063338,-0.54,-0.174768,-2.497,-0.232991,-4.118,0.036156,-0.264,-0.253045,-4.782,-0.281063,-5.807,-0.078985,-0.732,22.128
f1549418,0.030311,-0.213,0.021136,-0.141,0.017966,-0.117,0.022574,-0.152,0.021323,-0.142,0.013424,-0.085,-0.057218,-0.472,-0.049498,-0.39,-0.034209,-0.247,0.080423,-0.751,0.132654,-1.59,0.108681,-1.168,0.101412,-1.052,0.053087,-0.427,0.127692,-1.498,0.349132,-8.804,0.285779,-5.991,0.316716,-7.283,0.043673,-0.333,0.050983,-0.406,-0.022307,-0.15,-0.003937,-0.023,0.010666,-0.066,-0.05682,-0.467,0.007055,-0.043,0.019969,-0.132,-0.023262,-0.157,22.078
f0491818,0.033195,-0.238,0.012899,-0.081,0.043914,-0.335,0.042943,-0.326,0.050495,-0.401,-0.004522,-0.027,-0.028697,-0.2,-0.020003,-0.132,-0.025111,-0.171,0.01685,-0.109,-0.226321,-3.909,-0.260011,-5.026,-0.081704,-0.768,0.004315,-0.026,0.034575,-0.25,-0.334209,-8.082,-0.348696,-8.783,-0.217856,-3.653,-0.221166,-3.752,-0.245483,-4.525,-0.066375,-0.575,-0.162648,-2.214,-0.21147,-3.467,0.022655,-0.152,-0.223636,-3.827,-0.248552,-4.628,-0.068607,-0.602,21.891
f1050618,0.074603,-0.676,0.056433,-0.463,0.048657,-0.382,0.013018,-0.082,0.011104,-0.069,0.003955,-0.024,-0.034484,-0.249,-0.019273,-0.127,-0.035144,-0.255,0.032645,-0.233,-0.215395,-3.581,-0.258616,-4.977,-0.03907,-0.29,0.001721,-0.01,0.089242,-0.872,-0.329617,-7.867,-0.341489,-8.43,-0.193494,-2.97,-0.206533,-3.326,-0.223256,-3.815,-0.060967,-0.513,-0.15087,-1.956,-0.201285,-3.18,0.04566,-0.352,-0.22558,-3.886,-0.273966,-5.536,-0.014893,-0.095,21.833
f1460414,0.045954,-0.355,0.045986,-0.356,0.017409,-0.113,0.031318,-0.222,0.03271,-0.234,0.008415,-0.052,-0.060003,-0.502,-0.063775,-0.545,-0.022813,-0.153,0.334755,-8.108,-0.019277,-0.127,-0.028576,-0.199,0.008244,-0.051,0.308098,-6.908,0.305504,-6.798,-0.09948,-1.023,-0.078085,-0.72,-0.106478,-1.132,-0.091801,-0.908,-0.082181,-0.774,-0.06576,-0.568,-0.161195,-2.181,-0.167473,-2.324,-0.054268,-0.44,-0.200053,-3.146,-0.201132,-3.176,-0.098687,-1.01,21.814
f0490618,0.029164,-0.204,0.01265,-0.08,0.035403,-0.257,0.035116,-0.255,0.043891,-0.335,-0.00649,-0.039,-0.019916,-0.132,-0.015686,-0.101,-0.015145,-0.097,-0.012992,-0.082,-0.223874,-3.834,-0.267279,-5.288,-0.058024,-0.48,-0.028616,-0.199,0.020656,-0.137,-0.32751,-7.77,-0.347666,-8.732,-0.201809,-3.194,-0.208605,-3.385,-0.242443,-4.424,-0.038356,-0.284,-0.148564,-1.908,-0.208148,-3.372,0.052395,-0.42,-0.204792,-3.277,-0.242046,-4.411,-0.029994,-0.211,21.79
f1186618,0.05791,-0.479,0.039214,-0.291,0.047519,-0.371,0.030722,-0.217,0.034688,-0.251,-0.00265,-0.016,-0.040437,-0.303,-0.0293,-0.205,-0.030815,-0.218,0.009183,-0.057,-0.229277,-4.001,-0.262034,-5.098,-0.076288,-0.697,-0.008349,-0.051,0.041718,-0.315,-0.335477,-8.142,-0.343151,-8.51,-0.216341,-3.608,-0.219944,-3.715,-0.237679,-4.268,-0.070162,-0.621,-0.153898,-2.021,-0.203148,-3.231,0.033821,-0.243,-0.230564,-4.041,-0.258873,-4.986,-0.061902,-0.524,21.75
f1317418,0.074766,-0.678,0.059473,-0.496,0.042334,-0.32,0.007742,-0.047,0.005927,-0.036,0.003205,-0.019,-0.031906,-0.227,-0.019186,-0.126,-0.028845,-0.201,0.04,-0.299,-0.205818,-3.306,-0.253304,-4.791,-0.020648,-0.137,0.005038,-0.03,0.104734,-1.104,-0.328469,-7.814,-0.340456,-8.38,-0.188963,-2.851,-0.19319,-2.962,-0.214208,-3.546,-0.042947,-0.326,-0.142918,-1.792,-0.197271,-3.071,0.059724,-0.499,-0.218426,-3.67,-0.272163,-5.469,0.002578,-0.015,21.663
f1165510,0.057134,-0.471,0.07893,-0.731,-0.016384,-0.106,-0.012357,-0.078,-0.00439,-0.026,-0.01843,-0.121,-0.031653,-0.225,-0.0584,-0.484,0.038486,-0.285,0.324088,-7.614,0.163147,-2.225,0.124732,-1.444,0.181854,-2.67,0.288266,-6.089,0.320467,-7.45,0.199344,-3.127,0.149534,-1.928,0.237177,-4.252,0.059599,-0.498,0.057838,-0.478,0.026659,-0.184,-0.015449,-0.099,-0.035508,-0.258,0.031244,-0.221,-0.0509,-0.405,-0.069878,-0.617,0.016378,-0.106,21.153
f1318318,0.062667,-0.532,0.046958,-0.365,0.041217,-0.31,0.016402,-0.106,0.014524,-0.093,0.005009,-0.03,-0.028408,-0.198,-0.015791,-0.102,-0.029045,-0.203,0.035388,-0.257,-0.204651,-3.273,-0.255129,-4.854,-0.021196,-0.141,0.001417,-0.008,0.097655,-0.995,-0.320658,-7.459,-0.338031,-8.263,-0.182711,-2.692,-0.196496,-3.05,-0.222343,-3.788,-0.041844,-0.316,-0.140724,-1.748,-0.198896,-3.115,0.061389,-0.518,-0.215639,-3.588,-0.26864,-5.338,-0.001027,-0.006,21.06
f0504418,0.020871,-0.139,0.007613,-0.046,0.02666,-0.184,0.038931,-0.289,0.048128,-0.377,-0.005064,-0.03,-0.016974,-0.11,-0.015635,-0.1,-0.008674,-0.053,-0.029553,-0.207,-0.220191,-3.723,-0.267267,-5.288,-0.04667,-0.362,-0.04731,-0.369,0.0135,-0.086,-0.317028,-7.297,-0.338635,-8.292,-0.191186,-2.909,-0.200135,-3.148,-0.237318,-4.256,-0.02448,-0.166,-0.136931,-1.673,-0.200327,-3.154,0.066183,-0.573,-0.196249,-3.043,-0.238285,-4.288,-0.013916,-0.088,20.877
HOUDEN_RUR,-0.02746,-0.19,-0.092436,-0.918,0.113386,-1.246,0.074558,-0.675,0.07857,-0.727,0.006351,-0.038,-0.021131,-0.141,0.0354,-0.257,-0.112627,-1.233,-0.131054,-1.56,-0.176157,-2.53,-0.078918,-0.731,-0.337577,-8.242,-0.075864,-0.692,-0.243832,-4.47,-0.191304,-2.912,-0.112658,-1.233,-0.299318,-6.538,-0.150027,-1.938,-0.084574,-0.807,-0.218345,-3.668,-0.091255,-0.901,-0.001681,-0.01,-0.233556,-4.136,-0.105392,-1.115,-0.009286,-0.057,-0.284263,-5.931,20.711
f0672110,-0.000157,-0.001,-0.029028,-0.203,0.056913,-0.468,0.007371,-0.045,0.003841,-0.023,0.001035,-0.006,-0.002067,-0.012,0.02967,-0.208,-0.060498,-0.508,-0.156752,-2.083,-0.241223,-4.384,-0.177894,-2.573,-0.275318,-5.587,-0.124859,-1.446,-0.202685,-3.218,-0.306929,-6.858,-0.226113,-3.903,-0.333171,-8.033,-0.185981,-2.775,-0.149126,-1.92,-0.152592,-1.993,-0.140892,-1.751,-0.081349,-0.763,-0.169355,-2.368,-0.136016,-1.655,-0.093023,-0.926,-0.175895,-2.524,20.478
f0886118,0.032089,-0.228,0.012868,-0.081,0.044095,-0.337,0.04912,-0.387,0.057097,-0.47,-0.00358,-0.021,-0.029839,-0.21,-0.022809,-0.153,-0.024098,-0.163,0.090275,-0.887,-0.197492,-3.077,-0.241689,-4.399,-0.047777,-0.373,0.070423,-0.624,0.10452,-1.101,-0.310743,-7.022,-0.333656,-8.056,-0.189543,-2.866,-0.215777,-3.592,-0.248746,-4.635,-0.053548,-0.432,-0.172326,-2.438,-0.230035,-4.025,0.028489,-0.198,-0.236191,-4.22,-0.264687,-5.194,-0.071702,-0.64,20.272
f1120818,0.034279,-0.247,0.018364,-0.12,0.041998,-0.317,0.038396,-0.284,0.046844,-0.364,-0.009783,-0.061,-0.026268,-0.18,-0.022554,-0.151,-0.018444,-0.121,0.17747,-2.562,-0.167634,-2.328,-0.212134,-3.486,-0.023816,-0.161,0.160679,-2.17,0.163429,-2.232,-0.309513,-6.969,-0.326178,-7.709,-0.196576,-3.052,-0.202806,-3.222,-0.239509,-4.327,-0.037666,-0.277,-0.177133,-2.554,-0.242188,-4.415,0.042839,-0.325,-0.244361,-4.487,-0.273604,-5.523,-0.070363,-0.623,20.201
f1076118,0.026345,-0.181,0.010229,-0.063,0.032166,-0.229,0.004942,-0.03,0.020179,-0.133,-0.016266,-0.105,0.005771,-0.035,0.005415,-0.033,-0.003952,-0.024,-0.121369,-1.383,-0.236466,-4.229,-0.274992,-5.575,-0.075245,-0.684,-0.133506,-1.607,-0.065992,-0.571,-0.31295,-7.118,-0.32166,-7.504,-0.20963,-3.414,-0.188074,-2.828,-0.22399,-3.838,-0.020505,-0.136,-0.111342,-1.211,-0.166989,-2.313,0.058515,-0.486,-0.170526,-2.396,-0.211337,-3.463,-0.005913,-0.036,20.197
f1357110,0.078855,-0.73,0.061486,-0.519,0.047533,-0.371,0.047568,-0.371,0.044875,-0.345,0.02342,-0.158,-0.095912,-0.969,-0.079282,-0.736,-0.06366,-0.544,0.256654,-4.908,-0.150012,-1.938,-0.183558,-2.713,-0.031824,-0.226,0.228404,-3.974,0.2488,-4.637,-0.194861,-3.006,-0.194776,-3.004,-0.154728,-2.039,-0.229562,-4.01,-0.23793,-4.276,-0.098055,-1.001,-0.25782,-4.949,-0.282531,-5.864,-0.06092,-0.513,-0.30021,-6.575,-0.326038,-7.703,-0.087204,-0.843,20.142
f1109318,0.033535,-0.241,0.017744,-0.116,0.041607,-0.314,0.039411,-0.293,0.047768,-0.373,-0.009256,-0.057,-0.025981,-0.178,-0.022303,-0.149,-0.01832,-0.12,0.1798,-2.619,-0.167374,-2.322,-0.212607,-3.499,-0.022961,-0.155,0.162644,-2.214,0.165777,-2.285,-0.307536,-6.884,-0.324592,-7.637,-0.195431,-3.021,-0.203759,-3.248,-0.240991,-4.376,-0.037791,-0.278,-0.179366,-2.609,-0.244944,-4.507,0.042185,-0.319,-0.246285,-4.552,-0.275995,-5.613,-0.070393,-0.624,20.134
f1541614,0.044362,-0.34,0.071018,-0.631,-0.024282,-0.165,0.013436,-0.085,0.022851,-0.154,-0.00564,-0.034,-0.053428,-0.431,-0.087398,-0.846,0.034893,-0.253,0.209382,-3.407,0.18863,-2.843,0.111416,-1.213,0.256395,-4.899,0.156682,-2.081,0.27804,-5.691,0.307656,-6.889,0.236107,-4.217,0.316962,-7.294,0.112054,-1.223,0.067234,-0.586,0.122091,-1.396,0.03855,-0.285,-0.024745,-0.168,0.123606,-1.423,-0.007175,-0.044,-0.049131,-0.387,0.087969,-0.854,19.874
f0874210,0.022357,-0.15,0.019973,-0.132,0.013326,-0.084,0.039376,-0.293,0.032023,-0.228,0.031915,-0.227,-0.045691,-0.353,-0.038397,-0.284,-0.038608,-0.286,0.322515,-7.543,0.170812,-2.402,0.168945,-2.359,0.07987,-0.744,0.300479,-6.586,0.278721,-5.717,0.220046,-3.719,0.194673,-3.001,0.15044,-1.947,0.070344,-0.623,0.103971,-1.092,-0.061052,-0.514,-0.017521,-0.114,0.004095,-0.024,-0.073013,-0.656,-0.031071,-0.22,-0.015371,-0.099,-0.052955,-0.426,19.846
f1170618,0.031597,-0.224,0.007635,-0.047,0.050141,-0.397,0.044807,-0.344,0.053897,-0.436,-0.004385,-0.026,-0.022287,-0.149,-0.01222,-0.077,-0.02785,-0.193,0.09275,-0.922,-0.19261,-2.946,-0.240667,-4.365,-0.040555,-0.304,0.069123,-0.608,0.115452,-1.281,-0.301845,-6.643,-0.326213,-7.711,-0.186847,-2.797,-0.211883,-3.478,-0.244988,-4.508,-0.054928,-0.447,-0.167304,-2.32,-0.225263,-3.877,0.028473,-0.198,-0.232182,-4.092,-0.268706,-5.341,-0.054017,-0.437,19.695
POPDEN_RUR,-0.022254,-0.149,-0.08926,-0.872,0.117229,-1.311,0.079551,-0.74,0.080335,-0.75,0.014439,-0.092,-0.028544,-0.199,0.032674,-0.233,-0.124031,-1.431,-0.103733,-1.088,-0.177924,-2.573,-0.088435,-0.86,-0.326263,-7.713,-0.052891,-0.425,-0.214264,-3.548,-0.187254,-2.807,-0.114752,-1.269,-0.290467,-6.177,-0.161886,-2.197,-0.099205,-1.018,-0.221996,-3.777,-0.109005,-1.173,-0.025426,-0.174,-0.231691,-4.077,-0.1271,-1.487,-0.037452,-0.275,-0.280724,-5.794,19.684
f1390818,-0.069078,-0.601,-0.071643,-0.632,-0.009142,-0.056,-0.015802,-0.101,-0.031546,-0.222,0.007921,-0.048,0.05672,-0.462,0.079669,-0.733,-0.008722,-0.053,-0.261112,-4.997,0.043126,-0.325,0.173426,-2.434,-0.169613,-2.345,-0.203579,-3.201,-0.317021,-7.196,0.052766,-0.42,0.135974,-1.634,-0.034355,-0.246,0.145254,-1.817,0.247052,-4.517,-0.06046,-0.502,0.167034,-2.285,0.303142,-6.606,-0.140533,-1.723,0.2114,-3.42,0.283892,-5.837,-0.045399,-0.346,19.639
f1391418,0.106207,-1.115,0.111677,-1.203,0.008047,-0.049,-0.00306,-0.018,-0.005885,-0.035,0.00845,-0.051,-0.066333,-0.569,-0.070847,-0.623,-0.004422,-0.026,0.072542,-0.643,-0.202008,-3.159,-0.284306,-5.853,0.069853,-0.611,0.013673,-0.086,0.193651,-2.936,-0.257398,-4.868,-0.28852,-6.016,-0.103211,-1.068,-0.196911,-3.022,-0.233149,-4.068,0.004484,-0.027,-0.178549,-2.556,-0.255684,-4.809,0.110997,-1.192,-0.254272,-4.76,-0.326781,-7.63,0.059875,-0.496,19.499
f1391518,0.106546,-1.12,0.115156,-1.261,0.003505,-0.021,-0.005699,-0.034,-0.010007,-0.062,0.008907,-0.054,-0.063867,-0.541,-0.06984,-0.61,-0.000203,-0.001,0.068493,-0.594,-0.201416,-3.143,-0.285655,-5.905,0.076393,-0.691,0.007871,-0.048,0.19638,-3.008,-0.254729,-4.776,-0.286904,-5.953,-0.096371,-0.965,-0.195127,-2.975,-0.231357,-4.013,0.007046,-0.042,-0.176989,-2.518,-0.256421,-4.834,0.117171,-1.295,-0.251841,-4.677,-0.32668,-7.625,0.065772,-0.562,19.483
f1144710,-0.102739,-1.073,-0.112001,-1.222,-0.003309,-0.02,0.00895,-0.055,-0.003546,-0.021,0.010892,-0.068,0.069071,-0.607,0.094835,-0.953,-0.015692,-0.101,-0.231134,-4.059,0.028361,-0.197,0.157947,-2.109,-0.207493,-3.353,-0.164437,-2.254,-0.332691,-8.011,0.022761,-0.153,0.116347,-1.296,-0.100943,-1.045,0.106402,-1.131,0.204203,-3.261,-0.090069,-0.884,0.138904,-1.712,0.272692,-5.489,-0.164383,-2.253,0.20068,-3.163,0.284854,-5.955,-0.06939,-0.611,19.455
f1451514,0.0602,-0.504,0.0801,-0.747,-0.017595,-0.114,-0.003448,-0.02,0.005254,-0.032,-0.002338,-0.014,-0.03486,-0.252,-0.068132,-0.596,0.032533,-0.232,0.302885,-6.687,0.186576,-2.79,0.103642,-1.087,0.232703,-4.109,0.25977,-5.018,0.32069,-7.46,0.236538,-4.231,0.162542,-2.211,0.230068,-4.026,0.106848,-1.138,0.032131,-0.229,0.138144,-1.697,0.015525,-0.1,-0.067492,-0.589,0.115561,-1.282,-0.049514,-0.391,-0.082247,-0.775,0.025791,-0.177,19.165
f1390918,-0.071496,-0.63,-0.079011,-0.725,0.002345,-0.014,-0.00799,-0.048,-0.020686,-0.136,0.003356,-0.02,0.057512,-0.47,0.082945,-0.776,-0.014304,-0.09,-0.256028,-4.82,0.021233,-0.14,0.161367,-2.158,-0.201755,-3.152,-0.194027,-2.946,-0.325779,-7.585,0.02648,-0.181,0.11598,-1.275,-0.061559,-0.514,0.1221,-1.38,0.228601,-3.927,-0.082471,-0.77,0.143981,-1.791,0.2881,-6.0,-0.167639,-2.299,0.192581,-2.908,0.27584,-5.531,-0.080547,-0.745,19.116
f1434914,-0.089193,-0.871,-0.072349,-0.648,-0.047747,-0.373,-0.033541,-0.241,-0.033591,-0.241,-0.017473,-0.114,0.076705,-0.703,0.067696,-0.591,0.048237,-0.378,-0.165743,-2.284,0.165388,-2.276,0.230461,-4.038,0.008722,-0.054,-0.127583,-1.496,-0.205695,-3.302,0.204937,-3.281,0.244116,-4.479,0.127809,-1.5,0.21544,-3.582,0.24555,-4.527,0.08148,-0.765,0.218756,-3.68,0.282778,-5.873,-0.005295,-0.032,0.276704,-5.64,0.32247,-7.54,0.051397,-0.41,19.053
f1335510,0.105965,-1.124,0.117575,-1.317,-0.002548,-0.015,0.001432,-0.008,0.000594,-0.003,0.005336,-0.032,-0.069593,-0.614,-0.081848,-0.77,0.00981,-0.061,0.132633,-1.59,-0.161456,-2.187,-0.250692,-4.701,0.108059,-1.158,0.072989,-0.656,0.245476,-4.525,-0.238343,-4.29,-0.279869,-5.761,-0.076805,-0.704,-0.179393,-2.609,-0.231482,-4.07,0.03807,-0.281,-0.175197,-2.507,-0.268075,-5.318,0.138809,-1.71,-0.252022,-4.747,-0.331354,-7.948,0.065367,-0.564,19.027
f0977818,0.069966,-0.617,0.047829,-0.373,0.052267,-0.418,0.004527,-0.027,0.000796,-0.005,-0.001148,-0.007,-0.044033,-0.336,-0.019352,-0.127,-0.047149,-0.366,-0.018281,-0.119,-0.243666,-4.449,-0.25622,-4.876,-0.101355,-1.048,-0.033515,-0.24,0.022109,-0.148,-0.370086,-9.849,-0.355967,-9.115,-0.243288,-4.437,-0.212351,-3.48,-0.20479,-3.266,-0.092475,-0.916,-0.15239,-1.982,-0.172336,-2.431,0.002573,-0.015,-0.219212,-3.681,-0.24426,-4.469,-0.055777,-0.455,18.964
