metric,asedx_p_2017,LP_asedx_p_2017,asedx_p_2017_GE65,LP_asedx_p_2017_GE65,asedx_p_2017_LT65,LP_asedx_p_2017_LT65,asedx_p_2018,LP_asedx_p_2018,asedx_p_2018_GE65,LP_asedx_p_2018_GE65,asedx_p_2018_LT65,LP_asedx_p_2018_LT65,asedx_p_2019,LP_asedx_p_2019,asedx_p_2019_GE65,LP_asedx_p_2019_GE65,asedx_p_2019_LT65,LP_asedx_p_2019_LT65,asedx_p_2020,LP_asedx_p_2020,asedx_p_2020-2023,LP_asedx_p_2020-2023,asedx_p_2020-2023_GE65,LP_asedx_p_2020-2023_GE65,asedx_p_2020-2023_LT65,LP_asedx_p_2020-2023_LT65,asedx_p_2020_GE65,LP_asedx_p_2020_GE65,asedx_p_2020_LT65,LP_asedx_p_2020_LT65,asedx_p_2021,LP_asedx_p_2021,asedx_p_2021_GE65,LP_asedx_p_2021_GE65,asedx_p_2021_LT65,LP_asedx_p_2021_LT65,asedx_p_2022,LP_asedx_p_2022,asedx_p_2022_GE65,LP_asedx_p_2022_GE65,asedx_p_2022_LT65,LP_asedx_p_2022_LT65,asedx_p_2023,LP_asedx_p_2023,asedx_p_2023_GE65,LP_asedx_p_2023_GE65,asedx_p_2023_LT65,LP_asedx_p_2023_LT65,asedx_p_2024,LP_asedx_p_2024,asedx_p_2024_GE65,LP_asedx_p_2024_GE65,asedx_p_2024_LT65,LP_asedx_p_2024_LT65,Sum_|LP|_LP<=-5.0
f1169418,0.01562,-0.1,-0.011935,-0.075,0.048442,-0.38,0.044314,-0.339,0.063019,-0.536,-0.01948,-0.128,-0.025899,-0.178,-0.019956,-0.132,-0.019094,-0.125,0.038659,-0.286,-0.190705,-2.897,-0.225371,-3.88,-0.060289,-0.505,0.029266,-0.205,0.047088,-0.366,-0.258356,-4.968,-0.279669,-5.753,-0.157419,-2.097,-0.199441,-3.129,-0.23014,-4.028,-0.047156,-0.367,-0.179059,-2.601,-0.223243,-3.815,0.001193,-0.007,-0.210803,-3.447,-0.229419,-4.005,-0.073415,-0.661,5.753
f1552118,0.025048,-0.171,0.022359,-0.15,0.00781,-0.048,0.000613,-0.004,0.003767,-0.022,-0.000299,-0.002,-0.033815,-0.243,-0.035315,-0.256,-0.010987,-0.069,0.085508,-0.82,0.225869,-3.895,0.198842,-3.113,0.103509,-1.085,0.066051,-0.572,0.111687,-1.217,0.279244,-5.737,0.240234,-4.351,0.242602,-4.429,0.1308,-1.555,0.129665,-1.534,0.032361,-0.231,0.051961,-0.416,0.037171,-0.273,-0.021826,-0.146,0.056832,-0.467,0.072958,-0.655,-0.001704,-0.01,5.737
f1551418,0.045659,-0.352,0.021072,-0.14,0.045388,-0.35,0.021593,-0.144,0.01919,-0.126,0.014768,-0.094,-0.067923,-0.594,-0.045304,-0.349,-0.062611,-0.532,0.02667,-0.184,0.071101,-0.632,0.066,-0.571,0.024393,-0.166,0.007056,-0.043,0.069245,-0.61,0.279198,-5.735,0.237256,-4.254,0.232464,-4.101,0.007024,-0.043,0.030429,-0.214,-0.071126,-0.633,-0.034156,-0.246,-0.001358,-0.008,-0.10333,-1.082,-0.028398,-0.198,-0.002578,-0.015,-0.070295,-0.622,5.735
f1119618,0.02597,-0.178,0.008602,-0.053,0.037896,-0.279,0.027882,-0.193,0.039995,-0.299,-0.015051,-0.096,-0.018372,-0.12,-0.016094,-0.104,-0.012942,-0.082,0.010706,-0.067,-0.178875,-2.597,-0.211541,-3.469,-0.061883,-0.523,0.003013,-0.018,0.019514,-0.129,-0.257839,-4.949,-0.278593,-5.712,-0.162181,-2.203,-0.17768,-2.567,-0.206859,-3.335,-0.041415,-0.312,-0.137142,-1.677,-0.182265,-2.681,0.015547,-0.1,-0.178335,-2.583,-0.198991,-3.117,-0.05747,-0.474,5.712
f0505518,0.014916,-0.095,0.00932,-0.058,0.009064,-0.056,0.031803,-0.226,0.03816,-0.282,-0.001941,-0.011,-0.011903,-0.075,-0.01495,-0.096,0.004305,-0.026,-0.009774,-0.06,-0.186286,-2.782,-0.231018,-4.055,-0.034987,-0.253,-0.024953,-0.17,0.025421,-0.174,-0.252623,-4.768,-0.27851,-5.709,-0.149146,-1.92,-0.173628,-2.469,-0.20681,-3.334,-0.025126,-0.171,-0.133907,-1.614,-0.191952,-2.929,0.053048,-0.427,-0.186836,-2.796,-0.223924,-3.836,-0.017934,-0.117,5.709
f1547318,0.018466,-0.121,0.013526,-0.086,0.008524,-0.052,0.006842,-0.042,0.010471,-0.065,0.000888,-0.005,-0.030632,-0.216,-0.03121,-0.221,-0.011444,-0.072,0.092925,-0.925,0.224904,-3.866,0.192012,-2.931,0.106364,-1.13,0.074763,-0.678,0.112825,-1.236,0.278269,-5.7,0.233248,-4.126,0.242397,-4.422,0.121339,-1.383,0.115468,-1.281,0.031245,-0.221,0.052023,-0.416,0.032637,-0.233,-0.011338,-0.071,0.056824,-0.467,0.068663,-0.603,0.003303,-0.02,5.7
HOU_URB,0.056191,-0.46,0.069625,-0.614,-0.006546,-0.04,0.020831,-0.138,0.017189,-0.112,0.015101,-0.097,-0.046712,-0.363,-0.055505,-0.453,0.003645,-0.022,0.213245,-3.518,0.049229,-0.388,-0.031712,-0.225,0.182397,-2.684,0.158317,-2.117,0.277944,-5.687,0.097955,-0.999,0.035426,-0.257,0.173062,-2.456,-0.008885,-0.055,-0.053737,-0.434,0.073666,-0.664,-0.074145,-0.67,-0.137949,-1.693,0.084024,-0.799,-0.145968,-1.854,-0.201857,-3.196,0.040489,-0.303,5.687
POP_URB,0.051862,-0.415,0.067563,-0.589,-0.011112,-0.069,0.019077,-0.125,0.015142,-0.097,0.015725,-0.101,-0.042537,-0.322,-0.052768,-0.424,0.007241,-0.044,0.213449,-3.524,0.06425,-0.551,-0.01479,-0.095,0.189357,-2.861,0.158663,-2.125,0.277925,-5.686,0.114242,-1.26,0.053967,-0.437,0.182273,-2.681,0.005899,-0.036,-0.036698,-0.269,0.077788,-0.717,-0.057537,-0.475,-0.119175,-1.345,0.088197,-0.857,-0.130175,-1.544,-0.186455,-2.787,0.049849,-0.394,5.686
f1483910,0.012972,-0.082,0.004504,-0.027,0.027806,-0.193,-0.006797,-0.041,0.008795,-0.054,-0.040138,-0.3,0.014558,-0.093,0.009736,-0.06,0.014903,-0.095,0.00461,-0.028,-0.18236,-2.683,-0.178539,-2.588,-0.101694,-1.057,0.011907,-0.075,-0.011102,-0.069,-0.277763,-5.68,-0.248098,-4.613,-0.200623,-3.162,-0.179009,-2.6,-0.194855,-3.006,-0.042581,-0.323,-0.149401,-1.925,-0.161717,-2.193,-0.031661,-0.225,-0.164409,-2.254,-0.157483,-2.099,-0.105462,-1.116,5.68
f0509118,0.011568,-0.072,0.01263,-0.08,0.004134,-0.025,0.032941,-0.236,0.045423,-0.35,-0.016821,-0.109,-0.015103,-0.097,-0.02946,-0.206,0.021393,-0.143,0.119613,-1.352,-0.125432,-1.456,-0.183784,-2.719,0.043109,-0.328,0.099309,-1.02,0.134707,-1.63,-0.248346,-4.621,-0.27762,-5.675,-0.12706,-1.486,-0.137939,-1.693,-0.190417,-2.889,0.038236,-0.282,-0.114835,-1.27,-0.193357,-2.966,0.109551,-1.182,-0.167999,-2.336,-0.215574,-3.586,0.019614,-0.129,5.675
f1335010,0.099712,-1.026,0.112064,-1.223,-0.003255,-0.019,-0.011662,-0.073,-0.010372,-0.064,-0.00199,-0.012,-0.051916,-0.415,-0.066592,-0.578,0.017684,-0.115,0.062307,-0.528,-0.145234,-1.839,-0.223883,-3.834,0.097283,-0.989,0.005195,-0.031,0.187442,-2.812,-0.202896,-3.224,-0.237865,-4.274,-0.059322,-0.495,-0.151763,-1.975,-0.192508,-2.944,0.030481,-0.215,-0.122209,-1.398,-0.200991,-3.172,0.134065,-1.617,-0.200283,-3.152,-0.277604,-5.674,0.084611,-0.807,5.674
f1549718,0.021289,-0.142,0.018209,-0.119,0.005683,-0.034,0.005551,-0.033,0.0094,-0.058,0.000643,-0.004,-0.030556,-0.216,-0.033107,-0.237,-0.007578,-0.046,0.102325,-1.066,0.231623,-4.075,0.191092,-2.907,0.117327,-1.313,0.081316,-0.763,0.1269,-1.483,0.277156,-5.657,0.229515,-4.008,0.247048,-4.577,0.124053,-1.431,0.111767,-1.218,0.044196,-0.338,0.051942,-0.416,0.027967,-0.194,0.001496,-0.009,0.052064,-0.417,0.057841,-0.478,0.009503,-0.059,5.657
f1336110,0.097489,-0.992,0.113743,-1.252,-0.012351,-0.078,-0.010673,-0.066,-0.01483,-0.095,0.006876,-0.042,-0.053468,-0.431,-0.066829,-0.581,0.016882,-0.109,0.062532,-0.531,-0.149757,-1.933,-0.225371,-3.88,0.090786,-0.894,0.000596,-0.003,0.201234,-3.179,-0.19735,-3.073,-0.228822,-3.987,-0.056538,-0.464,-0.155056,-2.046,-0.189264,-2.859,0.015743,-0.101,-0.1426,-1.785,-0.214723,-3.561,0.114908,-1.271,-0.205199,-3.288,-0.276737,-5.641,0.070004,-0.619,5.641
f1169518,0.015204,-0.097,-0.01164,-0.073,0.047781,-0.373,0.044243,-0.339,0.063504,-0.542,-0.02078,-0.138,-0.025927,-0.178,-0.020996,-0.14,-0.017479,-0.114,0.036963,-0.271,-0.18772,-2.819,-0.221201,-3.753,-0.060094,-0.503,0.028409,-0.198,0.04335,-0.33,-0.256192,-4.891,-0.276637,-5.637,-0.156184,-2.07,-0.194226,-2.989,-0.224033,-3.839,-0.045746,-0.353,-0.175943,-2.525,-0.219063,-3.689,0.001355,-0.008,-0.205399,-3.294,-0.223861,-3.834,-0.070785,-0.628,5.637
f1335110,0.098168,-1.003,0.111066,-1.207,-0.004456,-0.027,-0.013553,-0.086,-0.012112,-0.076,-0.003479,-0.021,-0.04855,-0.381,-0.063699,-0.544,0.020304,-0.134,0.062416,-0.529,-0.14571,-1.849,-0.224545,-3.855,0.098449,-1.007,0.006323,-0.038,0.185569,-2.764,-0.208522,-3.382,-0.243208,-4.449,-0.062599,-0.532,-0.151691,-1.974,-0.192749,-2.95,0.032128,-0.229,-0.119743,-1.355,-0.200233,-3.151,0.139536,-1.724,-0.197885,-3.087,-0.276552,-5.634,0.088761,-0.865,5.634
f0515318,0.05743,-0.474,0.03551,-0.258,0.049996,-0.396,0.030249,-0.213,0.049798,-0.394,-0.026399,-0.182,-0.057808,-0.478,-0.058019,-0.48,-0.017409,-0.113,0.22474,-3.861,-0.129539,-1.532,-0.174223,-2.484,0.009151,-0.056,0.208421,-3.379,0.202637,-3.217,-0.235871,-4.21,-0.255012,-4.85,-0.139764,-1.729,-0.177097,-2.553,-0.210935,-3.451,-0.022451,-0.151,-0.19706,-3.065,-0.255679,-4.874,0.032768,-0.234,-0.247751,-4.601,-0.276417,-5.629,-0.057803,-0.478,5.629
f1491419,0.022282,-0.149,-0.016892,-0.109,0.088129,-0.856,0.026026,-0.179,0.035361,-0.257,-0.018579,-0.122,-0.006315,-0.038,0.019479,-0.128,-0.056983,-0.469,0.219664,-3.707,-0.158993,-2.132,-0.148169,-1.9,-0.126767,-1.481,0.225146,-3.873,0.138325,-1.7,-0.276158,-5.619,-0.25436,-4.828,-0.221716,-3.769,-0.221255,-3.755,-0.212092,-3.484,-0.13462,-1.628,-0.242094,-4.412,-0.233993,-4.15,-0.1284,-1.511,-0.245485,-4.525,-0.226439,-3.913,-0.178716,-2.593,5.619
f0670510,-0.019589,-0.129,-0.011578,-0.072,-0.027064,-0.187,0.028184,-0.196,0.026051,-0.179,0.022986,-0.155,-0.003954,-0.024,-0.013692,-0.087,0.01009,-0.063,0.190249,-2.885,0.212379,-3.493,0.164039,-2.245,0.180458,-2.636,0.171605,-2.421,0.180195,-2.629,0.275198,-5.583,0.202343,-3.209,0.231128,-4.059,0.144995,-1.834,0.118437,-1.332,0.07201,-0.643,0.088217,-0.857,0.047882,-0.374,0.076975,-0.706,0.102965,-1.076,0.075601,-0.688,0.109573,-1.182,5.583
HOU_COU,0.055671,-0.455,0.06943,-0.612,-0.007005,-0.043,0.021255,-0.142,0.017494,-0.114,0.015384,-0.099,-0.046328,-0.359,-0.055308,-0.451,0.004025,-0.024,0.20989,-3.421,0.050491,-0.401,-0.029907,-0.21,0.18205,-2.675,0.155074,-2.046,0.274973,-5.574,0.100725,-1.042,0.03844,-0.284,0.174695,-2.495,-0.00656,-0.04,-0.050955,-0.405,0.074072,-0.669,-0.071544,-0.638,-0.134692,-1.629,0.083885,-0.798,-0.143537,-1.804,-0.199001,-3.118,0.040591,-0.304,5.574
f1476010,0.005823,-0.035,0.006394,-0.039,-0.000768,-0.004,-0.001919,-0.011,0.000975,-0.006,-0.004182,-0.025,-0.000744,-0.004,-0.004237,-0.025,0.006342,-0.038,0.003857,-0.023,-0.129205,-1.526,-0.2164,-3.61,0.009337,-0.058,-4.3e-05,-0.0,0.01195,-0.075,-0.016588,-0.107,-0.020751,-0.138,-0.007063,-0.043,-0.117263,-1.312,-0.191785,-2.925,0.084921,-0.812,-0.103883,-1.091,-0.020465,-0.136,0.148962,-1.916,-0.196723,-3.056,-0.274552,-5.558,0.008175,-0.05,5.558
f1186018,0.041289,-0.311,0.021814,-0.146,0.041553,-0.313,0.030037,-0.211,0.030692,-0.217,0.011533,-0.072,-0.040925,-0.307,-0.026051,-0.179,-0.043677,-0.333,0.038863,-0.288,-0.181076,-2.651,-0.214943,-3.567,-0.065204,-0.562,0.026565,-0.183,0.051195,-0.408,-0.25319,-4.787,-0.274429,-5.554,-0.17119,-2.411,-0.185238,-2.756,-0.208979,-3.395,-0.060221,-0.505,-0.151491,-1.969,-0.19645,-3.049,0.012145,-0.076,-0.208313,-3.376,-0.224521,-3.854,-0.077151,-0.708,5.554
f0510318,0.010397,-0.065,-0.013659,-0.087,0.040612,-0.304,0.080364,-0.75,0.081445,-0.765,0.024054,-0.163,-0.051072,-0.407,-0.031359,-0.222,-0.052169,-0.418,0.024352,-0.165,-0.201982,-3.199,-0.245417,-4.523,-0.058739,-0.488,0.006265,-0.038,0.051544,-0.411,-0.250118,-4.682,-0.274331,-5.55,-0.156438,-2.076,-0.205945,-3.309,-0.238861,-4.306,-0.052536,-0.422,-0.188091,-2.829,-0.241703,-4.399,0.010027,-0.062,-0.228024,-3.962,-0.252011,-4.746,-0.070846,-0.629,5.55
f1139860,-0.096979,-0.985,-0.089866,-0.881,-0.032903,-0.235,0.013756,-0.087,0.021918,-0.147,-0.013622,-0.086,0.05215,-0.418,0.043246,-0.329,0.032735,-0.234,0.24901,-4.644,0.100606,-1.04,0.091627,-0.906,0.098223,-1.003,0.27418,-5.544,0.130593,-1.552,-0.075321,-0.685,-0.059327,-0.495,-0.075555,-0.688,0.059345,-0.495,0.014107,-0.09,0.1306,-1.552,0.030939,-0.219,-0.015579,-0.1,0.110293,-1.194,0.040711,-0.305,0.026438,-0.182,0.064768,-0.557,5.544
f0981118,0.026163,-0.18,0.007655,-0.047,0.039624,-0.295,0.028355,-0.197,0.041667,-0.314,-0.016711,-0.108,-0.01916,-0.126,-0.016897,-0.109,-0.013162,-0.083,0.015269,-0.098,-0.174665,-2.494,-0.208494,-3.381,-0.057008,-0.469,0.006537,-0.04,0.025525,-0.175,-0.252262,-4.755,-0.273613,-5.523,-0.157392,-2.097,-0.174168,-2.482,-0.204544,-3.27,-0.037766,-0.278,-0.136506,-1.665,-0.182474,-2.686,0.017343,-0.113,-0.177636,-2.566,-0.198741,-3.11,-0.056125,-0.46,5.523
f1538914,0.099625,-1.025,0.071486,-0.637,0.076031,-0.694,-0.040972,-0.308,-0.021589,-0.144,-0.049428,-0.39,-0.051132,-0.407,-0.041912,-0.316,-0.029675,-0.208,0.110681,-1.2,-0.176945,-2.549,-0.179732,-2.618,-0.067938,-0.594,0.106556,-1.133,0.098886,-1.013,-0.273474,-5.518,-0.244092,-4.479,-0.182354,-2.683,-0.182776,-2.694,-0.183463,-2.711,-0.057469,-0.474,-0.193306,-2.965,-0.203531,-3.242,-0.033716,-0.242,-0.245039,-4.51,-0.253812,-4.809,-0.099281,-1.02,5.518
f1552818,0.005348,-0.032,-0.000205,-0.001,0.011661,-0.073,-0.001002,-0.006,-0.00097,-0.006,-0.001224,-0.007,-0.001614,-0.009,0.003762,-0.022,-0.010169,-0.063,-0.024485,-0.166,-0.272721,-5.49,-0.221726,-3.769,-0.04749,-0.37,-0.019759,-0.13,-0.030899,-0.218,-0.071953,-0.643,-0.056866,-0.468,-0.070467,-0.624,-0.199204,-3.123,-0.1702,-2.388,-0.13783,-1.69,-0.157108,-2.091,-0.022288,-0.149,-0.122992,-1.412,-0.166599,-2.304,-0.142167,-1.777,-0.027524,-0.191,5.49
f1387410,0.023686,-0.16,0.059343,-0.495,-0.049403,-0.39,-0.0304,-0.214,-0.030121,-0.212,-0.004421,-0.026,0.005357,-0.032,-0.033291,-0.239,0.059594,-0.498,0.05358,-0.433,0.163936,-2.243,0.102518,-1.069,0.212526,-3.497,0.006925,-0.042,0.13787,-1.691,0.249945,-4.676,0.192174,-2.935,0.272351,-5.476,0.155824,-2.063,0.119218,-1.345,0.131744,-1.573,0.093227,-0.929,0.052222,-0.418,0.107481,-1.148,0.091104,-0.898,0.037453,-0.275,0.142133,-1.776,5.476
f0851710,-0.092947,-0.925,-0.103792,-1.089,-0.004943,-0.03,0.007371,-0.045,-0.004277,-0.026,0.011609,-0.073,0.061115,-0.515,0.086411,-0.832,-0.015024,-0.096,-0.153976,-2.023,0.06713,-0.584,0.18001,-2.625,-0.161222,-2.182,-0.093619,-0.935,-0.255671,-4.873,0.083839,-0.797,0.152763,-1.997,-0.04165,-0.314,0.120863,-1.374,0.217097,-3.631,-0.095304,-0.96,0.118939,-1.341,0.237397,-4.259,-0.151198,-1.963,0.198102,-3.093,0.272117,-5.467,-0.042406,-0.321,5.467
f1526619,-0.038381,-0.284,-0.058424,-0.485,0.023215,-0.156,-0.014808,-0.095,-0.01769,-0.115,-0.007405,-0.045,0.025635,-0.175,0.047488,-0.37,-0.028504,-0.199,-0.181535,-2.663,-0.171223,-2.412,-0.097012,-0.985,-0.233418,-4.131,-0.133699,-1.61,-0.238697,-4.301,-0.237447,-4.261,-0.159954,-2.153,-0.271344,-5.438,-0.13545,-1.644,-0.092679,-0.921,-0.129103,-1.524,-0.054379,-0.441,0.004282,-0.026,-0.114721,-1.268,-0.001166,-0.007,0.046629,-0.362,-0.094142,-0.943,5.438
f1145310,-0.037558,-0.276,-0.0469,-0.364,-0.004061,-0.024,-0.022168,-0.148,-0.027783,-0.193,-0.001373,-0.008,0.047664,-0.372,0.062777,-0.534,0.003851,-0.023,-0.224733,-3.86,-0.044106,-0.337,0.019414,-0.128,-0.124278,-1.435,-0.176406,-2.536,-0.271126,-5.43,-0.062662,-0.532,-0.021462,-0.143,-0.097217,-0.988,0.049533,-0.391,0.095982,-0.97,-0.026992,-0.186,0.073302,-0.659,0.127271,-1.49,-0.037756,-0.278,0.107975,-1.156,0.136555,-1.666,0.016139,-0.104,5.43
f1476210,0.043316,-0.33,0.046366,-0.359,0.001578,-0.009,-0.013011,-0.082,-0.005498,-0.033,-0.008788,-0.054,-0.030854,-0.218,-0.041722,-0.315,0.007575,-0.046,0.114373,-1.262,0.270729,-5.416,0.18733,-2.809,0.161312,-2.184,0.082415,-0.778,0.16291,-2.22,0.251903,-4.743,0.199192,-3.123,0.24834,-4.621,0.171321,-2.414,0.1307,-1.554,0.124972,-1.448,0.071179,-0.633,0.009542,-0.059,0.104535,-1.101,0.031141,-0.22,-0.002067,-0.012,0.048906,-0.385,5.416
f1355910,0.001457,-0.009,0.023233,-0.157,-0.039725,-0.296,-0.020727,-0.138,0.003107,-0.018,-0.019126,-0.126,0.00062,-0.004,-0.045445,-0.35,0.055483,-0.453,0.179678,-2.616,0.193636,-2.974,0.10534,-1.114,0.270596,-5.411,0.142695,-1.787,0.213042,-3.512,0.189035,-2.853,0.109329,-1.178,0.235794,-4.207,0.14992,-1.936,0.071018,-0.631,0.195692,-3.028,0.111382,-1.212,0.019478,-0.128,0.194384,-2.993,0.100376,-1.036,0.03467,-0.251,0.181618,-2.665,5.411
f1120218,0.025137,-0.171,0.014252,-0.091,0.021528,-0.144,0.022662,-0.152,0.039943,-0.298,-0.022871,-0.154,-0.016658,-0.108,-0.025435,-0.174,0.011278,-0.07,-0.007721,-0.047,-0.168971,-2.359,-0.211314,-3.462,-0.035757,-0.26,-0.019325,-0.127,0.019473,-0.128,-0.248798,-4.637,-0.270227,-5.397,-0.162486,-2.21,-0.150858,-1.956,-0.197348,-3.073,0.00254,-0.015,-0.113379,-1.245,-0.173432,-2.465,0.055093,-0.449,-0.169077,-2.362,-0.194582,-2.999,-0.03328,-0.239,5.397
f1117218,0.018852,-0.124,0.003639,-0.022,0.029319,-0.205,0.050149,-0.397,0.061399,-0.518,-0.005927,-0.036,-0.033626,-0.242,-0.033148,-0.238,-0.012753,-0.08,0.060942,-0.513,-0.165283,-2.274,-0.205912,-3.308,-0.035823,-0.261,0.048372,-0.379,0.070535,-0.625,-0.247575,-4.595,-0.27021,-5.396,-0.153427,-2.011,-0.177586,-2.565,-0.216121,-3.602,-0.024872,-0.169,-0.151645,-1.973,-0.202882,-3.224,0.024317,-0.165,-0.192963,-2.956,-0.218496,-3.672,-0.050761,-0.403,5.396
f1121418,0.022173,-0.148,0.006222,-0.038,0.03723,-0.273,0.007682,-0.047,0.017874,-0.117,-0.015356,-0.099,-0.00906,-0.056,-0.004396,-0.026,-0.016835,-0.109,0.035796,-0.261,-0.18377,-2.719,-0.180726,-2.642,-0.111719,-1.218,0.039829,-0.297,0.015651,-0.101,-0.269738,-5.379,-0.256848,-4.914,-0.198153,-3.095,-0.186718,-2.793,-0.179876,-2.621,-0.092827,-0.923,-0.165071,-2.269,-0.171357,-2.415,-0.048353,-0.379,-0.181912,-2.672,-0.178938,-2.598,-0.101412,-1.052,5.379
f0509818,0.005175,-0.031,-0.005799,-0.035,0.019977,-0.132,0.049881,-0.394,0.051836,-0.414,0.006888,-0.042,-0.024201,-0.164,-0.018611,-0.122,-0.017787,-0.116,-0.029592,-0.207,-0.172304,-2.438,-0.203032,-3.228,-0.054155,-0.439,-0.038834,-0.288,-0.007345,-0.045,-0.251358,-4.724,-0.26973,-5.379,-0.156284,-2.073,-0.161498,-2.188,-0.190936,-2.903,-0.024979,-0.17,-0.108074,-1.158,-0.152499,-1.991,0.0392,-0.291,-0.139894,-1.731,-0.158055,-2.111,-0.037449,-0.275,5.379
f1459014,0.026438,-0.182,0.031018,-0.219,-0.011813,-0.074,-0.021997,-0.147,-0.023389,-0.158,-0.002208,-0.013,-0.001375,-0.008,-0.006192,-0.037,0.016273,-0.105,-0.247403,-4.589,-0.006697,-0.041,-0.026244,-0.18,0.034292,-0.247,-0.269678,-5.377,-0.126151,-1.469,0.077788,-0.717,0.046123,-0.357,0.10103,-1.046,0.054398,-0.441,0.052261,-0.419,0.030843,-0.218,0.120913,-1.375,0.110154,-1.192,0.075674,-0.689,0.075809,-0.691,0.057428,-0.474,0.083064,-0.786,5.377
f1077518,0.020504,-0.136,0.011962,-0.075,0.017522,-0.114,0.045814,-0.354,0.051595,-0.412,0.000413,-0.002,-0.028374,-0.197,-0.028917,-0.202,-0.00617,-0.037,-0.044522,-0.341,-0.192701,-2.949,-0.216778,-3.621,-0.08432,-0.803,-0.052984,-0.426,-0.021526,-0.144,-0.253747,-4.806,-0.26961,-5.374,-0.163306,-2.229,-0.178787,-2.594,-0.198039,-3.091,-0.055381,-0.452,-0.122714,-1.407,-0.156438,-2.076,0.004643,-0.028,-0.171591,-2.421,-0.184233,-2.73,-0.069575,-0.614,5.374
f0852210,-0.089149,-0.871,-0.101328,-1.051,-0.002008,-0.012,0.006521,-0.04,-0.003499,-0.021,0.008907,-0.055,0.057352,-0.473,0.082424,-0.778,-0.015394,-0.099,-0.15763,-2.102,0.063955,-0.547,0.176807,-2.546,-0.162896,-2.219,-0.097035,-0.986,-0.25844,-4.971,0.079454,-0.738,0.148858,-1.914,-0.045164,-0.347,0.118934,-1.341,0.214689,-3.56,-0.094772,-0.952,0.120096,-1.361,0.23831,-4.288,-0.150239,-1.943,0.19586,-3.033,0.269574,-5.373,-0.043253,-0.329,5.373
f1336210,0.094659,-0.95,0.110657,-1.2,-0.013262,-0.084,-0.014005,-0.089,-0.013624,-0.086,-9.4e-05,-0.001,-0.049396,-0.389,-0.067252,-0.586,0.024272,-0.165,0.077845,-0.717,-0.135712,-1.649,-0.212332,-3.491,0.100283,-1.035,0.015606,-0.1,0.213123,-3.514,-0.1835,-2.712,-0.217638,-3.647,-0.044232,-0.338,-0.145127,-1.837,-0.181916,-2.672,0.023075,-0.155,-0.137742,-1.689,-0.210885,-3.45,0.118141,-1.327,-0.200102,-3.147,-0.26908,-5.355,0.06741,-0.588,5.355
f0017970,-0.078027,-0.72,-0.079313,-0.736,-0.014676,-0.094,0.012419,-0.078,0.017662,-0.115,-0.011254,-0.07,0.045475,-0.351,0.045647,-0.352,0.016071,-0.104,0.245534,-4.527,0.064286,-0.551,0.054026,-0.437,0.070034,-0.619,0.269031,-5.353,0.126705,-1.479,-0.129254,-1.527,-0.112613,-1.233,-0.118741,-1.337,0.025395,-0.174,-0.020815,-0.138,0.10795,-1.156,0.007465,-0.046,-0.041035,-0.308,0.098626,-1.01,0.006558,-0.04,-0.006231,-0.038,0.036481,-0.267,5.353
f1335210,0.09074,-0.893,0.105188,-1.111,-0.01073,-0.067,-0.012004,-0.075,-0.005404,-0.032,-0.009601,-0.059,-0.044973,-0.346,-0.066831,-0.581,0.03228,-0.23,0.079122,-0.734,-0.1227,-1.407,-0.211015,-3.453,0.132148,-1.581,0.021748,-0.145,0.201341,-3.181,-0.18272,-2.692,-0.224461,-3.852,-0.036151,-0.264,-0.133491,-1.606,-0.19129,-2.912,0.073609,-0.663,-0.108262,-1.161,-0.199392,-3.128,0.164111,-2.247,-0.185804,-2.77,-0.268903,-5.348,0.108424,-1.164,5.348
f1265918,-0.062414,-0.529,-0.057292,-0.472,-0.025003,-0.17,0.008525,-0.052,0.003796,-0.023,0.005393,-0.032,0.053805,-0.435,0.054877,-0.446,0.017205,-0.112,-0.06047,-0.507,-0.115555,-1.282,-0.112651,-1.233,-0.060524,-0.508,-0.041714,-0.315,-0.088595,-0.863,-0.268794,-5.344,-0.251257,-4.721,-0.204814,-3.278,-0.082873,-0.784,-0.107022,-1.141,0.023606,-0.16,-0.01532,-0.098,-0.028773,-0.201,0.035586,-0.259,-0.002437,-0.014,-0.018524,-0.121,0.042222,-0.319,5.344
f0670410,-0.016486,-0.107,-0.009463,-0.058,-0.024467,-0.166,0.02574,-0.176,0.025788,-0.177,0.018679,-0.122,-0.005798,-0.035,-0.016302,-0.105,0.011521,-0.072,0.179723,-2.618,0.207557,-3.355,0.16052,-2.166,0.176416,-2.537,0.161815,-2.195,0.171255,-2.413,0.268625,-5.338,0.197766,-3.084,0.225832,-3.894,0.143346,-1.8,0.11799,-1.324,0.07136,-0.635,0.092226,-0.915,0.053483,-0.432,0.077414,-0.712,0.102533,-1.07,0.074985,-0.681,0.110109,-1.191,5.338
f0853010,0.021299,-0.142,0.015886,-0.102,0.016097,-0.104,0.019391,-0.128,0.040562,-0.304,-0.019072,-0.125,-0.029319,-0.205,-0.04752,-0.371,0.006495,-0.039,0.268227,-5.323,0.029607,-0.208,-0.035078,-0.254,0.096465,-0.977,0.248346,-4.621,0.246074,-4.545,0.040138,-0.3,-0.006518,-0.039,0.038585,-0.286,-0.077661,-0.715,-0.139232,-1.718,0.0219,-0.146,-0.119867,-1.357,-0.198399,-3.101,0.045743,-0.353,-0.13609,-1.656,-0.158717,-2.126,-0.031876,-0.227,5.323
